data_column,label
unspecified depressive disorder 311 f329 category applies presentations symptoms characteristic depressive dis­ order cause clinically significant distress impairment social occupational im­ portant areas functioning predominate meet full criteria disorders depressive disorders diagnostic class,0
unspecified depressive disorder category used situations clinician chooses specify reason criteria met specific depressive disorder includes presentations insuf­ ficient information make specific diagnosis eg emergency room settings,0
specifiers depressive disorders specify anxious distress anxious distress defined presence least two following symptoms majority days major depressive episode persistent depressive disorder dysthymia 1,0
feeling keyed tense,0
2,0
feeling unusually restless,0
3,0
difficulty concentrating worry,0
4,0
fear something awful may happen,0
5,0
feeling individual might lose control,0
specify current severity imild two symptoms,0
■moderate three symptoms,0
■moderatesevere four five symptoms,0
severe four five symptoms motor agitation,0
note anxious distress noted prominent feature bipolar ma­ jor depressive disorder primary care specialty mental health settings,0
high levels anxiety associated higher suicide risk longer duration ill­ ness greater likelihood treatment nonresponse,0
result clinically useful specify accurately presence severity levels anxious distress treatment planning monitoring response treatment,0
w itli mixed features,0
least three following manichypomanic symptoms present nearly every day majority days major depressive episode 1,0
elevated expansive mood,0
2,0
inflated selfesteem grandiosity,0
3,0
talkative usual pressure keep talking,0
4,0
flight ideas subjective experience thoughts racing,0
5,0
increase energy goaldirected activity either socially work school sexually,0
6,0
increased excessive involvement activities high potential painful consequences eg engaging unrestrained buying sprees sexual in­ discretions foolish business investments,0
7,0
decreased need sleep feeling rested despite sleeping less usual contrasted insomnia,0
b,0
mixed symptoms observable others represent change per­ son’s usual behavior,0
c individuals whose symptoms meet full criteria either mania hypomania diagnosis bipolar bipolar ii disorder,0
